SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE
ABI PLAZA,11,KEPPEL ROAD,ABI PLAZA,11 KEPPEL ROAD ABI PLAZA SINGAPORE 089057,089057,29063.12046674825,28399.65443602018,1.273110870704051,103.8428710952676
ABC BRICKWORKS MARKET & FOOD CENTRE,6,JALAN BUKIT MERAH,ABC BRICKWORKS MARKET & FOOD CENTRE,6 JALAN BUKIT MERAH ABC BRICKWORKS MARKET & FOOD CENTRE SINGAPORE 150006,150006,25196.86438636668,29922.51415260695,1.286882972614765,103.8081312741608
ABM BUILDING,20,JALAN KILANG,ABM BUILDING,20 JALAN KILANG ABM BUILDING SINGAPORE 159418,159418,25256.21893386077,29799.52661758475,1.285770721866253,103.8086646093795
ABC HOSTEL,3,JALAN KUBOR,ABC HOSTEL,3 JALAN KUBOR ABC HOSTEL SINGAPORE 199201,199201,30890.66215682682,31780.07111900859,1.303682055263236,103.8592925166575
ABC HOSTEL,3A,JALAN KUBOR,ABC HOSTEL,3A JALAN KUBOR ABC HOSTEL SINGAPORE 199201,199201,30890.6621870948,31780.0710887406,1.3036820549895,103.8592925169295
ABC HOSTEL,3B,JALAN KUBOR,ABC HOSTEL,3B JALAN KUBOR ABC HOSTEL SINGAPORE 199201,199201,30890.6621870948,31780.0710887406,1.3036820549895,103.8592925169295
ABC HOSTEL,3C,JALAN KUBOR,ABC HOSTEL,3C JALAN KUBOR ABC HOSTEL SINGAPORE 199201,199201,30890.6621870948,31780.0710887406,1.3036820549895,103.8592925169295
ABC HOSTEL,7,JALAN KUBOR,ABC HOSTEL,7 JALAN KUBOR ABC HOSTEL SINGAPORE 199205,199205,30884.5978754852,31789.0366773922,1.303763137171622,103.8592380271152
ABC HOSTEL,7A,JALAN KUBOR,ABC HOSTEL,7A JALAN KUBOR ABC HOSTEL SINGAPORE 199205,199205,30884.53219396062,31788.95979671367,1.303762441896028,103.8592374369292
ABC HOSTEL,7B,JALAN KUBOR,ABC HOSTEL,7B JALAN KUBOR ABC HOSTEL SINGAPORE 199205,199205,30884.53219396062,31788.95979671367,1.303762441896028,103.8592374369292
ABC HOSTEL,7C,JALAN KUBOR,ABC HOSTEL,7C JALAN KUBOR ABC HOSTEL SINGAPORE 199205,199205,30884.53219396062,31788.95979671367,1.303762441896028,103.8592374369292
ADAMSON LODGE,7,PERAK ROAD,ADAMSON LODGE,7 PERAK ROAD ADAMSON LODGE SINGAPORE 208128,208128,30190.09217879549,31873.05666535348,1.304523041129477,103.8529975779532
ADAMSON LODGE,7A,PERAK ROAD,ADAMSON LODGE,7A PERAK ROAD ADAMSON LODGE SINGAPORE 208128,208128,30190.09220906347,31873.05669562146,1.304523041403207,103.8529975782252
ABDULLAH SHOOKER JEWISH WELFARE HOME,81,WILKIE ROAD,ABDULLAH SHOOKER JEWISH WELFARE HOME,81 WILKIE ROAD ABDULLAH SHOOKER JEWISH WELFARE HOME SINGAPORE 228080,228080,29544.83881762251,31691.09493032098,1.302877482213851,103.847199666966
ABELIA,2A,ARDMORE PARK,ABELIA,2A ARDMORE PARK ABELIA SINGAPORE 259948,259948,27412.8436773289,32442.00395528786,1.309668471576647,103.828042695173
ADAM FOOD CENTRE,2,ADAM ROAD,ADAM FOOD CENTRE,2 ADAM ROAD ADAM FOOD CENTRE SINGAPORE 289876,289876,25868.50171331875,34044.39404007979,1.324159852595583,103.8141659241357
ADAM PLACE APARTMENT,5,ADAM ROAD,ADAM PLACE APARTMENT,5 ADAM ROAD ADAM PLACE APARTMENT SINGAPORE 289880,289880,25741.14672012161,34161.94111690484,1.325222897537494,103.8130215626287
ADAM PLACE APARTMENT,5B,ADAM ROAD,ADAM PLACE APARTMENT,5B ADAM ROAD ADAM PLACE APARTMENT SINGAPORE 289882,289882,25702.00631260499,34151.73720450141,1.325130614042615,103.8126698657122
ADAM PLACE APARTMENT,5C,ADAM ROAD,ADAM PLACE APARTMENT,5C ADAM ROAD ADAM PLACE APARTMENT SINGAPORE 289883,289883,25702.00631260499,34151.73720450141,1.325130614042615,103.8126698657122
ADAM PLACE APARTMENT,5D,ADAM ROAD,ADAM PLACE APARTMENT,5D ADAM ROAD ADAM PLACE APARTMENT SINGAPORE 289884,289884,25702.00631260499,34151.73720450141,1.325130614042615,103.8126698657122
ADAM GREEN,7,ADAM ROAD,ADAM GREEN,7 ADAM ROAD ADAM GREEN SINGAPORE 289885,289885,25769.33798720781,34160.28633596748,1.325207934362363,103.813274876496
ADAM ROAD PRESBYTERIAN CENTRE,25,ADAM ROAD,ADAM ROAD PRESBYTERIAN CENTRE,25 ADAM ROAD ADAM ROAD PRESBYTERIAN CENTRE SINGAPORE 289894,289894,25776.35265296977,34425.78047201224,1.327608969738585,103.8133378877809
ADAM PARK CONDOMINIUM,27,ADAM ROAD,ADAM PARK CONDOMINIUM,27 ADAM ROAD ADAM PARK CONDOMINIUM SINGAPORE 289895,289895,25773.73168772366,34451.68835267425,1.327843271234074,103.8133143350865
ADAM PARK CONDOMINIUM,27A,ADAM ROAD,ADAM PARK CONDOMINIUM,27A ADAM ROAD ADAM PARK CONDOMINIUM SINGAPORE 289900,289900,25782.77427812759,34473.98290197738,1.328044895894128,103.8133955861108
ADAM PARK CONDOMINIUM,29,ADAM ROAD,ADAM PARK CONDOMINIUM,29 ADAM ROAD ADAM PARK CONDOMINIUM SINGAPORE 289901,289901,25690.53665365931,34478.43692658469,1.328085169645864,103.8125667800088
ADAM PARK CONDOMINIUM,29A,ADAM ROAD,ADAM PARK CONDOMINIUM,29A ADAM ROAD ADAM PARK CONDOMINIUM SINGAPORE 289902,289902,25711.05765045527,34512.30141266435,1.328391429601301,103.8127511699157
ADAM PARK CONDOMINIUM,29B,ADAM ROAD,ADAM PARK CONDOMINIUM,29B ADAM ROAD ADAM PARK CONDOMINIUM SINGAPORE 289903,289903,25720.26220483985,34463.36477221735,1.327948864669984,103.8128338815554
ADRIA,12,DERBYSHIRE ROAD,ADRIA,12 DERBYSHIRE ROAD ADRIA SINGAPORE 309466,309466,29440.09352397453,33191.47055949084,1.316446354954906,103.8462585518234
ADVANCE BUILDING,19,BURN ROAD,ADVANCE BUILDING,19 BURN ROAD ADVANCE BUILDING SINGAPORE 369974,369974,33671.42244056799,35319.39980153181,1.335690096338609,103.8842795811759
ABSOLUTE MAINTENANCE BUILDING,13,KAKI BUKIT PLACE,ABSOLUTE MAINTENANCE BUILDING,13 KAKI BUKIT PLACE ABSOLUTE MAINTENANCE BUILDING SINGAPORE 416191,416191,35865.86097609438,35264.78352528065,1.335195675537099,103.9039978544967
ABV INDUSTRIAL BUILDING,29,CHANGI SOUTH AVENUE 2,ABV INDUSTRIAL BUILDING,29 CHANGI SOUTH AVENUE 2 ABV INDUSTRIAL BUILDING SINGAPORE 486444,486444,43119.47170615382,34877.82551424578,1.331693419707152,103.969175424772
ADVANCED DISPLAY PARK,10,TAMPINES INDUSTRIAL AVENUE 3,ADVANCED DISPLAY PARK,10 TAMPINES INDUSTRIAL AVENUE 3 ADVANCED DISPLAY PARK SINGAPORE 528798,528798,38725.53703663033,38051.02131523192,1.360392505443013,103.9296946544473
ADANA @ THOMSON,8,OLD UPPER THOMSON ROAD,ADANA @ THOMSON,8 OLD UPPER THOMSON ROAD ADANA @ THOMSON SINGAPORE 573868,573868,27370.04166101851,39064.18758779764,1.369557149179187,103.8276579605288
ADANA @ THOMSON,10,OLD UPPER THOMSON ROAD,ADANA @ THOMSON,10 OLD UPPER THOMSON ROAD ADANA @ THOMSON SINGAPORE 573869,573869,27392.79250017554,39059.76479974762,1.369517151541987,103.8278623928932
ADANA @ THOMSON,12,OLD UPPER THOMSON ROAD,ADANA @ THOMSON,12 OLD UPPER THOMSON ROAD ADANA @ THOMSON SINGAPORE 573870,573870,27416.49069695547,39055.44858526997,1.369478117719334,103.8280753379225
ADELPHI PARK ESTATE,1,ORCHID DRIVE,ADELPHI PARK ESTATE,1 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576157,576157,27563.76341576595,37394.88401086628,1.354460566346064,103.8293987110836
ADELPHI PARK ESTATE,2,ORCHID DRIVE,ADELPHI PARK ESTATE,2 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576158,576158,27585.8253556136,37426.82687346265,1.354749446539436,103.8295969514375
ADELPHI PARK ESTATE,3,ORCHID DRIVE,ADELPHI PARK ESTATE,3 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576159,576159,27557.25616248231,37412.88637846895,1.354623373253617,103.8293402389383
ADELPHI PARK ESTATE,4,ORCHID DRIVE,ADELPHI PARK ESTATE,4 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576160,576160,27578.09748535044,37442.71620285511,1.354893143868837,103.8295275112933
ADELPHI PARK ESTATE,5,ORCHID DRIVE,ADELPHI PARK ESTATE,5 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576161,576161,27551.16494263522,37425.95179578476,1.354741532145032,103.8292855051892
ADELPHI PARK ESTATE,6,ORCHID DRIVE,ADELPHI PARK ESTATE,6 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576162,576162,27569.39704423491,37458.22152233683,1.355033368333044,103.8294493319664
ADELPHI PARK ESTATE,7,ORCHID DRIVE,ADELPHI PARK ESTATE,7 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576163,576163,27541.95509135351,37441.85713694058,1.354885374247284,103.8292027484666
ADELPHI PARK ESTATE,8,ORCHID DRIVE,ADELPHI PARK ESTATE,8 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576164,576164,27561.34996781591,37468.81819209643,1.355129200723785,103.8293770236085
ADELPHI PARK ESTATE,9,ORCHID DRIVE,ADELPHI PARK ESTATE,9 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576165,576165,27534.22782645002,37452.67857674696,1.354983239376013,103.8291333138138
ADELPHI PARK ESTATE,10,ORCHID DRIVE,ADELPHI PARK ESTATE,10 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576166,576166,27548.71589953639,37483.79006863385,1.355264600855223,103.8292634980778
ADELPHI PARK ESTATE,11,ORCHID DRIVE,ADELPHI PARK ESTATE,11 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576167,576167,27521.28469178919,37467.29280678928,1.355115405063558,103.8290170111201
ADELPHI PARK ESTATE,12,ORCHID DRIVE,ADELPHI PARK ESTATE,12 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576168,576168,27534.32955714315,37498.90556675568,1.355401299816166,103.8291342272101
ADELPHI PARK ESTATE,14,ORCHID DRIVE,ADELPHI PARK ESTATE,14 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576169,576169,27513.62338082213,37510.4972964786,1.355506130960485,103.8289481685655
ADELPHI PARK ESTATE,15,ORCHID DRIVE,ADELPHI PARK ESTATE,15 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576170,576170,27505.84562892281,37481.84692461602,1.355247027070418,103.8288782808786
ADELPHI PARK ESTATE,16,ORCHID DRIVE,ADELPHI PARK ESTATE,16 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576171,576171,27500.30679977778,37523.27077909186,1.355621649567833,103.8288285102086
ADELPHI PARK ESTATE,17,ORCHID DRIVE,ADELPHI PARK ESTATE,17 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576172,576172,27489.19239615742,37493.48641721904,1.35535229021552,103.828728640566
ADELPHI PARK ESTATE,18,ORCHID DRIVE,ADELPHI PARK ESTATE,18 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576173,576173,27480.8844399862,37532.98265515082,1.355709479983554,103.8286539874944
ADELPHI PARK ESTATE,19,ORCHID DRIVE,ADELPHI PARK ESTATE,19 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576174,576174,27468.84301882796,37503.2403657753,1.355440501096377,103.8285457880115
ADELPHI PARK ESTATE,20,ORCHID DRIVE,ADELPHI PARK ESTATE,20 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576175,576175,27459.33221298456,37537.83885045908,1.355753397300228,103.8284603266108
ADELPHI PARK ESTATE,21,ORCHID DRIVE,ADELPHI PARK ESTATE,21 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576176,576176,27445.9229513742,37506.8865984343,1.355473475907685,103.8283398362336
ADELPHI PARK ESTATE,22,ORCHID DRIVE,ADELPHI PARK ESTATE,22 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576177,576177,27439.38869904913,37536.8165493086,1.355744151603051,103.8282811211656
ADELPHI PARK ESTATE,23,ORCHID DRIVE,ADELPHI PARK ESTATE,23 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576178,576178,27424.02899883594,37505.67061245628,1.355462478547245,103.8281431048538
ADELPHI PARK ESTATE,25,ORCHID DRIVE,ADELPHI PARK ESTATE,25 ORCHID DRIVE ADELPHI PARK ESTATE SINGAPORE 576179,576179,27404.05427860934,37497.4668386858,1.355388286144699,103.8279636191655
ADELPHI PARK ESTATE,1,MARIGOLD DRIVE,ADELPHI PARK ESTATE,1 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576383,576383,27564.75729527883,37270.71466241963,1.353337622971265,103.82940764354
ADELPHI PARK ESTATE,3,MARIGOLD DRIVE,ADELPHI PARK ESTATE,3 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576384,576384,27546.34752061404,37276.54515385441,1.353390351585571,103.8292422197973
ADELPHI PARK ESTATE,5,MARIGOLD DRIVE,ADELPHI PARK ESTATE,5 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576395,576395,27528.98507872224,37281.56945754401,1.353435789330048,103.8290862070185
ADELPHI PARK ESTATE,7,MARIGOLD DRIVE,ADELPHI PARK ESTATE,7 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576406,576406,27511.39193425886,37289.19647488371,1.353504765076486,103.8289281211806
ADELPHI PARK ESTATE,8,MARIGOLD DRIVE,ADELPHI PARK ESTATE,8 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576407,576407,27606.6011180291,37376.48507213965,1.354294173491993,103.8297836357826
ADELPHI PARK ESTATE,8A,MARIGOLD DRIVE,ADELPHI PARK ESTATE,8A MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576408,576408,27601.45586347673,37371.33031344041,1.354247555620697,103.829737402415
ADELPHI PARK ESTATE,9,MARIGOLD DRIVE,ADELPHI PARK ESTATE,9 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576409,576409,27494.00188796595,37295.92686374299,1.353565632027103,103.8287718603165
ADELPHI PARK ESTATE,10,MARIGOLD DRIVE,ADELPHI PARK ESTATE,10 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576410,576410,27593.07568789739,37356.47975098155,1.354113252306547,103.8296621013268
ADELPHI PARK ESTATE,10A,MARIGOLD DRIVE,ADELPHI PARK ESTATE,10A MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576411,576411,27585.51689459104,37348.40842990763,1.35404025804736,103.8295941808023
ADELPHI PARK ESTATE,11,MARIGOLD DRIVE,ADELPHI PARK ESTATE,11 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576412,576412,27477.77703797445,37301.0127022434,1.353611626259916,103.8286260695121
ADELPHI PARK ESTATE,12,MARIGOLD DRIVE,ADELPHI PARK ESTATE,12 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576413,576413,27576.20128697436,37337.67092321999,1.353943151727572,103.8295104742103
ADELPHI PARK ESTATE,12A,MARIGOLD DRIVE,ADELPHI PARK ESTATE,12A MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576414,576414,27569.86592557095,37328.67349264771,1.353861782077103,103.8294535470326
ADELPHI PARK ESTATE,14,MARIGOLD DRIVE,ADELPHI PARK ESTATE,14 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576415,576415,27560.00204369705,37315.24455684796,1.353740335417306,103.8293649138945
ADELPHI PARK ESTATE,14A,MARIGOLD DRIVE,ADELPHI PARK ESTATE,14A MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576416,576416,27554.45038092788,37310.41581460088,1.353696665908478,103.829315028701
ADELPHI PARK ESTATE,15,MARIGOLD DRIVE,ADELPHI PARK ESTATE,15 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576417,576417,27460.35608806927,37306.82917960361,1.353664228099986,103.8284695309614
ADELPHI PARK ESTATE,16,MARIGOLD DRIVE,ADELPHI PARK ESTATE,16 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576418,576418,27463.66543806903,37338.64101209678,1.353951923049359,103.8284992670317
ADELPHI PARK ESTATE,17,MARIGOLD DRIVE,ADELPHI PARK ESTATE,17 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576419,576419,27442.58378741052,37313.28673285618,1.353722627585441,103.8283098352793
ADELPHI PARK ESTATE,18,MARIGOLD DRIVE,ADELPHI PARK ESTATE,18 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576420,576420,27445.18232408073,37350.67925511859,1.354060792295031,103.8283331841117
ADELPHI PARK ESTATE,19,MARIGOLD DRIVE,ADELPHI PARK ESTATE,19 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576421,576421,27425.90845901705,37318.50923130289,1.353769857685398,103.8281599966156
ADELPHI PARK ESTATE,20,MARIGOLD DRIVE,ADELPHI PARK ESTATE,20 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576422,576422,27426.43745256867,37350.89367351495,1.3540627310632,103.8281647493432
ADELPHI PARK ESTATE,21,MARIGOLD DRIVE,ADELPHI PARK ESTATE,21 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576423,576423,27408.46141811088,37325.12662977912,1.353829702740005,103.8280032235846
ADELPHI PARK ESTATE,22,MARIGOLD DRIVE,ADELPHI PARK ESTATE,22 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576424,576424,27435.93969257269,37366.25742963701,1.354201675586034,103.828250132811
ADELPHI PARK ESTATE,23,MARIGOLD DRIVE,ADELPHI PARK ESTATE,23 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576425,576425,27389.46777404007,37331.48069679737,1.353887166276694,103.8278325533249
ADELPHI PARK ESTATE,25,MARIGOLD DRIVE,ADELPHI PARK ESTATE,25 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576426,576426,27394.32172951661,37362.33315527998,1.354166185027576,103.8278761686195
ADELPHI PARK ESTATE,27,MARIGOLD DRIVE,ADELPHI PARK ESTATE,27 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576427,576427,27410.31533211283,37385.1292450726,1.354372345069655,103.8280198810148
ADELPHI PARK ESTATE,29,MARIGOLD DRIVE,ADELPHI PARK ESTATE,29 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576428,576428,27418.17559453659,37398.3945521526,1.354492311939139,103.8280905102952
ADELPHI PARK ESTATE,31,MARIGOLD DRIVE,ADELPHI PARK ESTATE,31 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576429,576429,27430.14755067229,37414.77019724064,1.354640407675136,103.8281980857525
ADELPHI PARK ESTATE,24,MARIGOLD DRIVE,ADELPHI PARK ESTATE,24 MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576430,576430,27441.63152637426,37370.03799160756,1.35423586575005,103.8283012775424
ADELPHI PARK ESTATE,23A,MARIGOLD DRIVE,ADELPHI PARK ESTATE,23A MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576431,576431,27384.25886591803,37347.4690933004,1.354031759535884,103.8277857475994
ADELPHI PARK ESTATE,25A,MARIGOLD DRIVE,ADELPHI PARK ESTATE,25A MARIGOLD DRIVE ADELPHI PARK ESTATE SINGAPORE 576432,576432,27400.59794728085,37371.39983899891,1.354248181014569,103.8279325643064
ADELPHI PARK ESTATE,2,JASMINE ROAD,ADELPHI PARK ESTATE,2 JASMINE ROAD ADELPHI PARK ESTATE SINGAPORE 576564,576564,27631.42997534014,37541.03015532158,1.355782260960009,103.8300067370765
ADELPHI PARK ESTATE,2A,JASMINE ROAD,ADELPHI PARK ESTATE,2A JASMINE ROAD ADELPHI PARK ESTATE SINGAPORE 576565,576565,27625.74301468395,37546.51810398512,1.355831891942342,103.8299556359609
ADELPHI PARK ESTATE,2B,JASMINE ROAD,ADELPHI PARK ESTATE,2B JASMINE ROAD ADELPHI PARK ESTATE SINGAPORE 576566,576566,27620.02893391345,37552.02618085966,1.355881704955589,103.8299042911511
ADELPHI PARK ESTATE,2C,JASMINE ROAD,ADELPHI PARK ESTATE,2C JASMINE ROAD ADELPHI PARK ESTATE SINGAPORE 576567,576567,27613.54244446661,37556.7185961064,1.355924141404356,103.829846005754
ADELPHI PARK ESTATE,2D,JASMINE ROAD,ADELPHI PARK ESTATE,2D JASMINE ROAD ADELPHI PARK ESTATE SINGAPORE 576568,576568,27608.6455992572,37563.06143370271,1.355981503704714,103.8298020043236
ADELPHI PARK ESTATE,2E,JASMINE ROAD,ADELPHI PARK ESTATE,2E JASMINE ROAD ADELPHI PARK ESTATE SINGAPORE 576569,576569,27602.94589577895,37568.57268871367,1.356031345456731,103.8297507886968
ADELPHI PARK ESTATE,2F,JASMINE ROAD,ADELPHI PARK ESTATE,2F JASMINE ROAD ADELPHI PARK ESTATE SINGAPORE 576570,576570,27597.24740302097,37574.08267246932,1.356081175710867,103.8296995839469
ADELPHI PARK ESTATE,2G,JASMINE ROAD,ADELPHI PARK ESTATE,2G JASMINE ROAD ADELPHI PARK ESTATE SINGAPORE 576571,576571,27591.54897079803,37579.5924140811,1.356131003774024,103.829648379739
ADELPHI PARK ESTATE,2H,JASMINE ROAD,ADELPHI PARK ESTATE,2H JASMINE ROAD ADELPHI PARK ESTATE SINGAPORE 576572,576572,27585.85084125586,37585.10197408497,1.356180830193673,103.8295971782488
ADELPHI PARK ESTATE,2J,JASMINE ROAD,ADELPHI PARK ESTATE,2J JASMINE ROAD ADELPHI PARK ESTATE SINGAPORE 576573,576573,27580.15289332066,37590.61147355288,1.356230656064742,103.8295459783883
ADELPHI PARK ESTATE,2K,JASMINE ROAD,ADELPHI PARK ESTATE,2K JASMINE ROAD ADELPHI PARK ESTATE SINGAPORE 576574,576574,27574.45440056268,37596.12145731039,1.35628048631443,103.8294947736301
ADELPHI PARK ESTATE,2L,JASMINE ROAD,ADELPHI PARK ESTATE,2L JASMINE ROAD ADELPHI PARK ESTATE SINGAPORE 576575,576575,27568.22561272886,37601.07717374712,1.356325303959032,103.82943880383
ADELPHI PARK ESTATE,2M,JASMINE ROAD,ADELPHI PARK ESTATE,2M JASMINE ROAD ADELPHI PARK ESTATE SINGAPORE 576576,576576,27562.06050873362,37606.11773134395,1.356370888876486,103.8293834062675
ADELPHI PARK ESTATE,2N,JASMINE ROAD,ADELPHI PARK ESTATE,2N JASMINE ROAD ADELPHI PARK ESTATE SINGAPORE 576577,576577,27557.35980005842,37612.65068214573,1.356429970487165,103.8293411672303
ADELPHI PARK ESTATE,2P,JASMINE ROAD,ADELPHI PARK ESTATE,2P JASMINE ROAD ADELPHI PARK ESTATE SINGAPORE 576578,576578,27551.61545130424,37618.21024485864,1.356480249106108,103.8292895504169
ADELPHI PARK ESTATE,3,JASMINE ROAD,ADELPHI PARK ESTATE,3 JASMINE ROAD ADELPHI PARK ESTATE SINGAPORE 576579,576579,27638.00723847002,37507.07244385406,1.355475159589882,103.8300658384828
